label,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,orientation,perimeter,max_intensity-0,max_intensity-1,max_intensity-2,mean_intensity-0,mean_intensity-1,mean_intensity-2,min_intensity-0,min_intensity-1,min_intensity-2,major_axis_length(mm),minor_axis_length(mm),perimeter(mm),area(mm),Roundness Index,Elongation Index,shape,circularity,elongation,compactness
1,3791,1675.4742811922974,2648.757319968346,76.19779930659094,65.15879395591189,1.25725648600362,240.20815280171308,85.0,81.0,77.0,37.56053811659193,33.63914534423635,30.985491954629385,5.0,0.0,0.0,2.2043722075195062,1.8850181472298522,6.949126889152741,3.172771392889324,218.26385637350867,0.14487302062704321,fine gravel,0.8256351260279879,1.1694169686159066,4.4305676965105905
2,2181,1778.602934433746,825.329206785878,65.30180129320216,43.352827539668525,-1.1112912123489473,179.82337649086284,220.0,212.0,207.0,67.96607060981201,61.419073819348924,57.47546996790463,6.0,5.0,0.0,1.8891552929566682,1.2541801602604201,5.202219184885135,1.8253269342895322,165.55136456676325,0.33611590061633567,fine gravel,0.8475654278461043,1.5062870174603946,2.8800037274240724
3,2486,1175.471842316975,1485.0659694288013,76.90110844332025,41.77425197701708,-1.2070254037959212,202.2670273047588,255.0,255.0,255.0,60.76588897827836,53.965406275140786,51.81174577634754,0.0,0.0,0.0,2.224718662776864,1.2085125933563283,5.851505129356571,2.080588151601915,176.7484012581073,0.4567795858520469,fine gravel,0.7635910068261205,1.8408733802254293,3.620955752546296
4,391,1825.23273657289,2959.0358056265986,30.50003920991319,16.409437579355853,0.45403356166779585,77.35533905932738,158.0,152.0,149.0,105.75703324808184,101.04092071611254,96.30179028132993,15.0,11.0,5.0,0.8823540755037567,0.4747185413506997,2.237859374908217,0.32723651137423526,70.096012084957,0.4619863447905857,very fine gravel,0.8211188712129399,1.858688883297514,0.5695460344153473
5,5969,2114.3618696599096,1829.420170882895,110.58557606832339,74.67106582659086,-0.9405202686451756,329.4629867976521,204.0,200.0,196.0,39.852571620036855,34.978388339755405,31.77868989780533,2.0,0.0,0.0,3.1991969932976874,2.160204411569649,9.531233947858787,4.995587561106931,273.8771005343636,0.32476667860864034,medium gravel,0.6910320340675014,1.4809695675850811,8.068435472215693
6,2069,2207.4586756887384,1846.0894151764137,127.99298440218907,24.33953683321643,1.5243197200271228,263.53910524340097,208.0,204.0,200.0,66.23054615756404,63.45335911068149,63.22861285645239,0.0,0.0,0.0,3.702786434007398,0.7041331774315265,7.624082118902631,1.7315916676043293,161.24459929284183,0.8098369457755987,fine gravel,0.3743520540971189,5.25864503006958,5.498021918864489
7,9430,976.2683987274655,2845.6373276776244,130.5538625868391,93.65891074151396,-0.2111948576525131,389.50461735799473,170.0,165.0,159.0,45.588759278897136,40.958536585365856,37.554612937433724,7.0,3.0,0.0,3.7768716273916807,2.7095152577101436,11.268214581234178,7.8921746860844975,344.23956032595527,0.28260329579129934,medium gravel,0.7810814720015244,1.3939289017267162,11.972521560308511
8,11531,1001.6040239354783,2704.2674529529095,128.38957725911828,115.83849548067535,-1.1910017569553675,411.9310242291876,255.0,255.0,255.0,57.55875466134767,52.13346630821265,49.03226086202411,0.0,0.0,0.0,3.7142597085569418,3.3511618750436454,11.917001665260972,9.650547858456028,380.66102972878065,0.09775779347814273,medium gravel,0.8539409352226142,1.1083498341925269,13.019769959103638
9,4107,1132.6423179936694,2441.138300462625,78.56863149187865,68.16566736073874,-0.041240613706031874,244.3086578651014,255.0,255.0,255.0,70.99707815924032,64.6208911614317,62.19892865838812,0.0,0.0,0.0,2.272959445280964,1.9720058060001564,7.067752879414698,3.4372387524654324,227.17852916412045,0.13240607521864786,fine gravel,0.8646828615642297,1.1526129580172157,4.755011767805973
10,1960,1136.2948979591836,2651.951530612245,71.72059184677833,35.42547691190099,-0.6459957303443428,182.55129855222071,173.0,168.0,165.0,52.58061224489796,47.624489795918365,44.608163265306125,9.0,7.0,1.0,2.074848365866297,1.0248450408457372,5.281136891578227,1.6403671669910513,156.93975405914202,0.5060626801911662,fine gravel,0.7390878828659495,2.0245483787032437,2.9985545668253346
11,3498,1142.2858776443682,2585.218982275586,76.4625304287855,59.13279381223836,1.084803253910502,224.16652224137047,185.0,176.0,174.0,47.11006289308176,41.75042881646655,39.372498570611775,0.0,0.0,0.0,2.2120307742175167,1.7106883455806663,6.485048859441769,2.9275532398646416,209.65963943741866,0.22664351440327288,fine gravel,0.8747584791849861,1.293064736152556,4.270695672008083
12,4506,1128.4877940523745,804.4556147359077,88.48899006054332,67.11083718122035,-0.8902600663612498,272.16652224137044,255.0,255.0,255.0,96.16333777185974,88.9502885042166,85.3115845539281,0.0,0.0,0.0,2.5599514964477335,1.94148998595623,7.873669881621131,3.771170640031468,237.9581181391012,0.24159110488995572,fine gravel,0.7644193001155332,1.3185499358560413,5.609509503471279
13,1388,1300.893371757925,778.1512968299712,45.06585123720558,39.616488135857665,-0.22259818197387563,139.78174593052023,255.0,255.0,255.0,124.51512968299711,117.75,111.9193083573487,0.0,0.0,0.0,1.303737258549824,1.146089338549402,4.043830644084482,1.1616477692773364,132.06862766278192,0.12092000820454966,fine gravel,0.8926853524935049,1.1375529068265793,1.5855588563834835
14,2546,1201.851139041634,1736.1677140612726,67.88087267616527,48.25421970007178,0.9212382493524114,193.4386001800126,196.0,187.0,182.0,64.00432050274941,56.85624509033779,52.281225451688925,12.0,7.0,3.0,1.96376680837508,1.3959754975912761,5.596102223144048,2.130803473040417,178.86860983458908,0.2891337751316935,fine gravel,0.8550312383058315,1.4067344389378718,3.2345708816129477
15,3046,1287.4441891004597,2104.956664478004,100.3364350415892,50.11791634183577,0.11920664899655965,310.97770542341357,216.0,210.0,204.0,90.72554169402495,85.35817465528562,83.45567957977676,2.0,0.0,0.0,2.902693395610102,1.4498915045854128,8.996462066251116,2.54926448502793,195.64550823195006,0.5005013251560909,medium gravel,0.3958049793938971,2.0020073132576277,5.229542200428892
16,2345,1247.1424307036248,2565.135607675906,68.03408836836081,46.58135781608855,1.5169008922428397,194.95331880577402,186.0,180.0,176.0,46.53432835820895,40.72579957356077,39.79360341151386,5.0,0.0,0.0,1.9681992777732153,1.3475802646891577,5.639922434111109,1.9625821462214366,171.66286462328497,0.31532326024741497,fine gravel,0.7753386708162516,1.4605432636157032,3.1112724923753827
17,8168,1323.2981145935357,2523.6416503428013,143.5094821803476,73.64664374925385,-1.2972474086098156,374.14927829866735,173.0,165.0,163.0,36.58361900097943,31.70494613124388,29.407933398628796,0.0,0.0,0.0,4.151672579952196,2.13056828589934,10.823990693307637,6.835979091828014,320.37808161309306,0.4868168804574006,medium gravel,0.7332224762968723,1.9486221621851103,12.248376227543137
18,1312,1284.5868902439024,2024.565548780488,42.69966069173078,39.42468172932148,0.29622533896511477,135.25483399593904,219.0,211.0,208.0,67.8155487804878,60.266768292682926,56.7782012195122,20.0,13.0,9.0,1.2352843015929829,1.1405404550430513,3.9128688716279374,1.0980416954552343,128.40201807619394,0.07669800905569099,very fine gravel,0.901235120756286,1.0830692555717853,1.4606003402061505
19,4505,1304.3940066592675,1892.8168701442842,92.93485852547725,63.77935880467705,-1.0679200181414537,270.2497833620557,206.0,200.0,194.0,60.752941176470586,53.67524972253052,49.90255271920089,5.0,0.0,0.0,2.6885687133696408,1.8451116336936466,7.818219383666029,3.770333718007493,237.9317120891792,0.3137197407236326,fine gravel,0.7751289372782586,1.457130649589757,5.890689014930993
20,9951,1349.8473520249222,2315.7280675309016,124.94759381260343,102.19218684821499,-1.0428272494233797,381.50461735799473,173.0,163.0,164.0,31.419656315948146,27.336147120892374,24.99467390212039,0.0,0.0,0.0,3.61468448831061,2.9563795616648503,11.036777744204283,8.328211060575486,353.62120126413254,0.18211960927008353,medium gravel,0.8591658235738565,1.2226726686863725,11.770673580232115
21,165,1311.6303030303031,1968.521212121212,16.89035608681348,12.60930551924011,1.4884239585124106,46.72792206135786,219.0,207.0,206.0,97.52727272727273,85.7030303030303,86.92121212121212,42.0,29.0,35.0,0.48863132363009104,0.3647822233145644,1.351820310357508,0.13809213395587933,45.535163899664,0.25346123821010746,sand,0.9496003598287531,1.3395151748080862,0.20489003359620803
22,2578,1384.578743211792,2056.5748642358417,76.31049786223805,43.888753455747306,-0.34797250672717717,203.68124086713186,211.0,202.0,196.0,59.45616757176106,53.24359968968192,49.36966640806827,18.0,13.0,11.0,2.207632532176607,1.269684285122873,5.892417768576621,2.1575849778076175,179.98917590738046,0.4248661103616586,fine gravel,0.7808915309698263,1.7387255698474404,3.659028561168801
23,16885,1447.4528279538051,1566.012792419307,194.46748616470728,116.65366181411841,1.4616980570516989,537.4873734152916,255.0,255.0,255.0,49.84323363932484,43.79449215279834,39.65910571513177,0.0,0.0,0.0,5.625867487889314,3.37474431477681,15.549297205842572,14.131428374818318,460.63344192910546,0.4001379659152031,medium gravel,0.7344705664910084,1.6670499934633958,23.863689448674325
24,2734,1437.2125091441112,1446.710314557425,72.82270728775426,48.664920890986465,-0.41845161558769717,203.6812408671319,255.0,255.0,255.0,106.80285296269203,101.24030724213607,96.96232626188734,0.0,0.0,0.0,2.106732129828956,1.4078569206649894,5.892417768576622,2.2881448135477216,185.35494937998817,0.331734252906993,fine gravel,0.8281448586778527,1.4964106784614584,3.5958877935841906
