label,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,orientation,perimeter,max_intensity-0,max_intensity-1,max_intensity-2,mean_intensity-0,mean_intensity-1,mean_intensity-2,min_intensity-0,min_intensity-1,min_intensity-2,major_axis_length(mm),minor_axis_length(mm),perimeter(mm),area(mm),Roundness Index,Elongation Index,shape,circularity,elongation,compactness
1,1108,343.14169675090255,621.4431407942238,111.37177355677292,13.910435153391965,1.5470959822748482,225.39696961967,110.0,105.0,97.0,31.76173285198556,27.969314079422382,28.465703971119133,0.0,0.0,0.0,1.0228385319995674,0.1277534568893049,2.070046100194425,0.09345523835367385,117.99804507156024,0.8750990963944649,very fine gravel,0.2740649382279092,8.00634720112373,0.35282874855451973
2,340,566.0029411764706,476.04411764705884,30.330139057870053,17.121148833960458,-1.1460425070318483,85.59797974644667,105.0,98.0,92.0,43.15294117647059,34.741176470588236,30.126470588235293,0.0,0.0,0.0,0.2785520416758052,0.1572406560495978,0.7861319717724816,0.028677600216831328,65.36486830769354,0.43550707758730606,coarse sand,0.5831251215276242,1.7715013958472843,0.053227100425145196
3,913,763.2661555312158,255.48192771084337,34.84972517826245,34.21923490503863,-0.4938142234794493,114.91168824543142,108.0,99.0,93.0,35.39649507119387,29.50711938663746,25.751369112814896,0.0,0.0,0.0,0.3200599272467507,0.3142695036509953,1.0553491137019002,0.07700779117049118,107.11254067993124,0.018091685658889765,sand,0.8688648559578345,1.0184250254271752,0.10021983763398735
4,610,939.8393442622951,504.1819672131148,34.20627269191609,22.759281019277626,-0.2370155893587639,93.01219330881975,111.0,102.0,103.0,38.09016393442623,32.114754098360656,28.442622950819672,0.0,0.0,0.0,0.3141504586666307,0.20902127032444895,0.8542241200240597,0.051450988624315026,87.55276166266313,0.3346459807456225,coarse sand,0.8860534643598652,1.5029592834212384,0.08040621512011181
5,484,945.3347107438017,484.34090909090907,37.009002067591936,18.440095802823546,-0.1718329364728139,100.42640687119285,88.0,81.0,77.0,31.28099173553719,26.568181818181817,24.293388429752067,0.0,0.0,0.0,0.339890729371281,0.16935386694975013,0.922316268275638,0.0408234073674893,77.9879694398427,0.5017402585148012,coarse sand,0.6030584077807962,2.006985346677273,0.07749059648667815
6,208,249.125,387.21634615384613,18.914522542203873,14.819803030153018,-0.008144708377342522,55.45584412271571,85.0,68.0,64.0,49.11057692307692,38.23557692307692,33.94230769230769,0.0,0.0,0.0,0.1737110028213608,0.13610509280574015,0.5093065539120697,0.01754394366206152,51.12538594266754,0.21648548108546378,coarse sand,0.8499209968229146,1.276300535420043,0.02596246946652611
7,1762,313.2326901248581,929.6123723041998,61.93370821533751,37.43890803856835,1.32397338336159,178.50966799187808,116.0,105.0,97.0,59.509648127128266,51.49091940976164,46.87911464245176,0.0,0.0,0.0,0.5687992672575424,0.3438389864404495,1.6394330531466965,0.1486174458295788,148.80169697453343,0.39550029995948427,sand,0.6948519547339697,1.654260539637946,0.2474280794604957
8,254,327.3976377952756,319.98818897637796,18.936298617063848,17.186868435788117,1.278052157019393,57.698484809834994,105.0,89.0,88.0,48.3503937007874,39.12204724409449,35.94488188976378,0.0,0.0,0.0,0.17391099432487345,0.15784422496935405,0.5299029692779996,0.021423854279632816,56.49653207097963,0.09238501233283715,coarse sand,0.9587707222051789,1.101788769013493,0.028723072889351865
9,2671,705.3669037813553,346.62673156121303,65.85886245526665,53.10956763299549,-0.30285336975516064,203.4386001800126,124.0,113.0,104.0,46.37813552976413,39.059902658180455,35.176712841632344,0.0,0.0,0.0,0.6048478895648312,0.48775834718276606,1.8683804029941,0.22528785346810729,183.20692102361568,0.1935851052837553,sand,0.8109928666924202,1.2400564604549777,0.3239441320557056
10,270,820.6296296296297,251.94814814814814,24.823828319709573,14.355245580424542,-0.12276603411261985,66.04163056034261,85.0,66.0,64.0,38.94814814814815,31.762962962962963,27.97037037037037,0.0,0.0,0.0,0.22798207576534482,0.13183859650479443,0.6065264321104156,0.0227733884074837,58.24877737667098,0.4217150797394617,coarse sand,0.7779255818575631,1.7292513862361545,0.0388212566543486
11,318,916.311320754717,321.04716981132077,24.054772325474506,17.470419599398728,-0.7143212319772758,68.52691193458118,95.0,85.0,79.0,36.78616352201258,29.41194968553459,26.50314465408805,0.0,0.0,0.0,0.22091906438420814,0.1604483592726154,0.629351259903395,0.02682199079103636,63.214759790465216,0.27372334424894185,coarse sand,0.8509708061095808,1.3768857804824786,0.04082571120624077
