label,area,centroid-0,centroid-1,major_axis_length,minor_axis_length,orientation,perimeter,max_intensity-0,max_intensity-1,max_intensity-2,mean_intensity-0,mean_intensity-1,mean_intensity-2,min_intensity-0,min_intensity-1,min_intensity-2,major_axis_length(mm),minor_axis_length(mm),perimeter(mm),area(mm),Roundness Index,Elongation Index,shape,circularity,elongation,compactness
1,388,473.41494845360825,475.0644329896907,27.237669908558225,19.233490893261052,1.3232703338762373,79.35533905932738,128.0,128.0,128.0,55.74742268041237,50.621134020618555,48.55670103092783,0.0,0.0,0.0,0.2523408366551624,0.17818687134761027,0.7351800913408132,0.033301737880373224,69.82658375125736,0.29386430785631246,coarse sand,0.7742643914593929,1.4161584113730306,0.05196082609443725
2,360,614.0416666666666,751.1027777777778,23.863316686849128,19.585447940349372,0.3967350209722822,70.5269119345812,187.0,184.0,177.0,35.55555555555556,32.00833333333333,29.733333333333334,2.0,1.0,0.0,0.22107945791040512,0.1814475443797422,0.6533899567776653,0.030898519682820515,67.25989459677514,0.17926547271852003,coarse sand,0.9094998420656083,1.2184207764626416,0.04385027153351143
3,586,637.0819112627986,301.61092150170646,32.21597149857308,24.2216233995636,0.7172649117583184,97.25483399593904,128.0,128.0,128.0,47.28839590443686,43.11945392491467,41.527303754266214,0.0,0.0,0.0,0.29846184453004526,0.22439895682382435,0.9010082823414771,0.050295923705924506,85.81312941511034,0.24814859608885517,coarse sand,0.7785474494092578,1.3300500535052293,0.07552839784067614
4,895,778.7251396648045,696.4871508379888,41.682125945259784,27.94925814481229,-1.1230384183887419,116.66904755831214,161.0,160.0,153.0,31.873743016759775,29.893854748603353,28.01899441340782,1.0,1.0,0.0,0.38616014401760035,0.2589332790884963,1.0808694418965366,0.07681715310034545,106.05141064526892,0.32946658763237185,sand,0.8262692572702728,1.4913499932375298,0.12076792683107013
5,360,812.0277777777778,303.3277777777778,27.580749253612407,18.527271830292666,-0.41861470591453304,77.35533905932738,189.0,189.0,175.0,34.733333333333334,33.06666666666667,30.066666666666666,3.0,1.0,0.0,0.2555192630499574,0.171644171116293,0.7166512790376819,0.030898519682820515,67.25989459677514,0.3282534981218451,coarse sand,0.7560173750298167,1.4886568031304548,0.050681276192219314
6,434,920.9746543778801,302.2672811059908,25.377989929460107,21.887072737891252,0.12622297885751624,76.18376618407356,119.0,116.0,113.0,32.23041474654378,29.16589861751152,25.0852534562212,2.0,1.0,0.0,0.23511200601686222,0.2027707313126853,0.7057973520851729,0.037249882062066954,73.84988047811507,0.1375568830026374,coarse sand,0.9396686042816038,1.1594967601823392,0.05120263571041816
7,223,698.493273542601,640.5650224215246,24.189919899809254,11.976023738396849,1.0916048338373416,58.8700576850888,172.0,170.0,160.0,41.38116591928251,38.82062780269058,35.90134529147982,4.0,4.0,2.0,0.22410524272567403,0.11095074799330043,0.5453961245607634,0.019139916359080487,52.93676082838934,0.5049167674800245,coarse sand,0.8085852305551012,2.0198623874009956,0.03498461457557927
8,359,416.9275766016713,160.7075208913649,24.825206550015736,18.494151823795914,1.4368565903885953,69.35533905932738,128.0,128.0,128.0,55.4958217270195,50.75766016713092,47.50974930362117,0.0,0.0,0.0,0.2299907962758545,0.1713373339243646,0.6425360298251563,0.030812690461479348,67.16641311366078,0.2550252588418367,coarse sand,0.9378740383645761,1.342327390114416,0.04555439956416832
9,239,488.6276150627615,98.02510460251047,20.030361855531215,15.255815017038618,0.6588820396989652,56.62741699796952,128.0,128.0,128.0,53.33891213389121,45.94560669456067,44.0836820083682,0.0,0.0,0.0,0.18556940759247004,0.14133606649100072,0.524619390383264,0.020513183900539175,54.8029431402351,0.23836548100972757,coarse sand,0.9366002311222753,1.3129657008268711,0.029990104384389763
10,751,515.0972037283622,349.06258322237017,39.783380928746304,24.49431678078462,-0.4640639089577676,105.74011537017762,128.0,128.0,128.0,36.75632490013316,33.125166444740344,29.78295605858855,0.0,0.0,0.0,0.3685693990063582,0.2269252990622996,0.9796193753027388,0.06445774522721724,97.145994932286,0.3843078137412463,coarse sand,0.8440540171866191,1.624188226387098,0.10558734959562247
